"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,"Cultivo de cereales (excepto arroz), leguminosas y semillas oleaginosas"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,Cultivo de arroz
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,"Cultivo de hortalizas, raíces y tubérculos"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,Cultivo de caña de azúcar
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,Cultivo de tabaco
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,Cultivo de plantas para fibras textiles
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos no perennes,Otros cultivos no perennes
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Otros cultivos no perennes
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de la vid
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de frutos tropicales y subtropicales
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de cítricos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de frutos con hueso y pepitas
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de otros árboles y arbustos frutales y frutos secos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de frutos oleaginosos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Cultivo de plantas para bebidas
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,"Cultivo de especias, plantas aromáticas, medicinales y farmacéuticas"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Cultivos perennes,Otros cultivos perennes
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Propagación de plantas,Otros cultivos perennes
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Propagación de plantas,Propagación de plantas
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Propagación de plantas
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de ganado bovino para la producción de leche
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de otro ganado bovino y búfalos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de caballos y otros equinos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de camellos y otros camélidos
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de ganado ovino y caprino
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Explotación de ganado porcino
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Avicultura
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción ganadera,Otras explotaciones de ganado
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción agrícola combinada con la producción ganadera,Otras explotaciones de ganado
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas",Producción agrícola combinada con la producción ganadera,Producción agrícola combinada con la producción ganadera
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",Producción agrícola combinada con la producción ganadera
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",Actividades de apoyo a la agricultura
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",Actividades de apoyo a la ganadería
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",Actividades de preparación posterior a la cosecha
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Actividades de apoyo a la agricultura, a la ganadería y de preparación posterior a la cosecha",Tratamiento de semillas para reproducción
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Caza, captura de animales y servicios relacionados con las mismas",Tratamiento de semillas para reproducción
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA","Agricultura, ganadería, caza y servicios relacionados con las mismas","Caza, captura de animales y servicios relacionados con las mismas","Caza, captura de animales y servicios relacionados con las mismas"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,"Caza, captura de animales y servicios relacionados con las mismas","Caza, captura de animales y servicios relacionados con las mismas"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Silvicultura y otras actividades forestales,"Caza, captura de animales y servicios relacionados con las mismas"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Silvicultura y otras actividades forestales,Silvicultura y otras actividades forestales
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Explotación de la madera,Silvicultura y otras actividades forestales
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Explotación de la madera,Explotación de la madera
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,"Recolección de productos silvestres, excepto madera",Explotación de la madera
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,"Recolección de productos silvestres, excepto madera","Recolección de productos silvestres, excepto madera"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Servicios de apoyo a la silvicultura,"Recolección de productos silvestres, excepto madera"
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Silvicultura y explotación forestal,Servicios de apoyo a la silvicultura,Servicios de apoyo a la silvicultura
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Servicios de apoyo a la silvicultura,Servicios de apoyo a la silvicultura
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Pesca,Servicios de apoyo a la silvicultura
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Pesca,Pesca marina
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Pesca,Pesca en agua dulce
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Acuicultura,Pesca en agua dulce
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Acuicultura,Acuicultura marina
"AGRICULTURA, GANADERÍA, SILVICULTURA Y PESCA",Pesca y acuicultura,Acuicultura,Acuicultura en agua dulce
INDUSTRIAS EXTRACTIVAS,Pesca y acuicultura,Acuicultura,Acuicultura en agua dulce
INDUSTRIAS EXTRACTIVAS,"Extracción de antracita, hulla y lignito",Acuicultura,Acuicultura en agua dulce
INDUSTRIAS EXTRACTIVAS,"Extracción de antracita, hulla y lignito",Extracción de antracita y hulla,Acuicultura en agua dulce
INDUSTRIAS EXTRACTIVAS,"Extracción de antracita, hulla y lignito",Extracción de antracita y hulla,Extracción de antracita y hulla
INDUSTRIAS EXTRACTIVAS,"Extracción de antracita, hulla y lignito",Extracción de lignito,Extracción de antracita y hulla
INDUSTRIAS EXTRACTIVAS,"Extracción de antracita, hulla y lignito",Extracción de lignito,Extracción de lignito
INDUSTRIAS EXTRACTIVAS,Extracción de crudo de petróleo y gas natural,Extracción de lignito,Extracción de lignito
INDUSTRIAS EXTRACTIVAS,Extracción de crudo de petróleo y gas natural,Extracción de crudo de petróleo,Extracción de lignito
INDUSTRIAS EXTRACTIVAS,Extracción de crudo de petróleo y gas natural,Extracción de crudo de petróleo,Extracción de crudo de petróleo
INDUSTRIAS EXTRACTIVAS,Extracción de crudo de petróleo y gas natural,Extracción de gas natural,Extracción de crudo de petróleo
INDUSTRIAS EXTRACTIVAS,Extracción de crudo de petróleo y gas natural,Extracción de gas natural,Extracción de gas natural
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de gas natural,Extracción de gas natural
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de minerales de hierro,Extracción de gas natural
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de minerales de hierro,Extracción de minerales de hierro
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de minerales metálicos no férreos,Extracción de minerales de hierro
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de minerales metálicos no férreos,Extracción de minerales de uranio y torio
INDUSTRIAS EXTRACTIVAS,Extracción de minerales metálicos,Extracción de minerales metálicos no férreos,Extracción de otros minerales metálicos no férreos
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Extracción de minerales metálicos no férreos,Extracción de otros minerales metálicos no férreos
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,"Extracción de piedra, arena y arcilla",Extracción de otros minerales metálicos no férreos
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,"Extracción de piedra, arena y arcilla","Extracción de piedra ornamental y para la construcción, piedra caliza, yeso, creta y pizarra"
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,"Extracción de piedra, arena y arcilla",Extracción de gravas y arenas; extracción de arcilla y caolín
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Industrias extractivas n.c.o.p.,Extracción de gravas y arenas; extracción de arcilla y caolín
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Industrias extractivas n.c.o.p.,Extracción de minerales para productos químicos y fertilizantes
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Industrias extractivas n.c.o.p.,Extracción de turba
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Industrias extractivas n.c.o.p.,Extracción de sal
INDUSTRIAS EXTRACTIVAS,Otras industrias extractivas,Industrias extractivas n.c.o.p.,Otras industrias extractivas n.c.o.p.
INDUSTRIAS EXTRACTIVAS,Actividades de apoyo a las industrias extractivas,Industrias extractivas n.c.o.p.,Otras industrias extractivas n.c.o.p.
INDUSTRIAS EXTRACTIVAS,Actividades de apoyo a las industrias extractivas,Actividades de apoyo a la extracción de petróleo y gas natural,Otras industrias extractivas n.c.o.p.
INDUSTRIAS EXTRACTIVAS,Actividades de apoyo a las industrias extractivas,Actividades de apoyo a la extracción de petróleo y gas natural,Actividades de apoyo a la extracción de petróleo y gas natural
INDUSTRIAS EXTRACTIVAS,Actividades de apoyo a las industrias extractivas,Actividades de apoyo a otras industrias extractivas,Actividades de apoyo a la extracción de petróleo y gas natural
INDUSTRIAS EXTRACTIVAS,Actividades de apoyo a las industrias extractivas,Actividades de apoyo a otras industrias extractivas,Actividades de apoyo a otras industrias extractivas
INDUSTRIA MANUFACTURERA,Actividades de apoyo a las industrias extractivas,Actividades de apoyo a otras industrias extractivas,Actividades de apoyo a otras industrias extractivas
INDUSTRIA MANUFACTURERA,Industria de la alimentación,Actividades de apoyo a otras industrias extractivas,Actividades de apoyo a otras industrias extractivas
