"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,"Выращивание зерновых культур (за исключением риса), бобовых культур и масличных семян"
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,Выращивание риса
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,"Выращивание овощей и бахчевых, корнеплодов и клубнеплодов"
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,Выращивание сахарного тростника
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,Выращивание табака
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,Выращивание волокнистых прядильных культур
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание сезонных культур,Выращивание прочих сезонных культур
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание прочих сезонных культур
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание винограда
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание тропических и субтропических фруктов
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание цитрусовых фруктов
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание семечковых и косточковых плодов
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,"Выращивание прочих видов плодовых деревьев, кустарников и орехов"
"СЕЛЬСКОЕ, ЛЕСНОЕ И РЫБНОЕ ХОЗЯЙСТВО","Растениеводство и животноводство, охота и предоставление услуг в этих областях",Выращивание многолетних культур,Выращивание масленичных фруктов
